TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] M(Tx) x N(Rx) Ant ,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL MCS1,LTE KPI SCell[2] DL Modulation0,LTE KPI SCell[2] DL Modulation1,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
2022-08-11 19:30:54.900000,-100.890465,41.122093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-92.04,-9.48,-65.19,,7.42,7.89,16.33,9.00,2,0.00,100.00,0.00,0.00,TM3,,8.88,8.88,20.70,16QAM,16QAM,16QAM,16.08,8.50,,,,,4.00,0.00,,,,,9.20,8.50,,,4.00,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.586,0.237,162293,14895,
2022-08-11 19:30:55.000000,-100.890419,41.122082,,,,,,,,,,,1,38.000,288.000,20.000,3,19.000,310.000,31.000,4,0.000,0.000,26.000,10,29.000,129.000,32.000,LTE,,,,LTE Qualcomm,234,Band 2,1150,19150,10,10,-93.17,-7.54,-68.63,20.40,,9.16,14.30,8.00,2,0.00,100.00,0.00,0.00,TM3,2x2,9.96,9.96,22.67,16QAM,16QAM,16QAM,17.52,5.67,5.93,5.92,4.36,0.66,0.00,0.00,3.137,0.268,2.975,0.268,17.52,5.67,5.93,0.66,0.00,0.00,3.137,0.268,2.975,0.268,,,,,50,NonCA,NonCA,Band 2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.497
2022-08-11 19:30:55.100000,-100.890381,41.122074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-93.88,-8.98,-66.95,,5.02,9.43,13.68,9.00,1,100.00,0.00,0.00,0.00,TM3,,10.78,10.57,23.38,64QAM,64QAM,16QAM,17.72,5.44,,,,,22.83,0.00,,,,,17.72,5.43,,,22.83,0.00,,,,,2.298,,0.000,0.237,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:55.200000,-100.890343,41.122063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-94.00,-9.41,-67.15,,,6.80,14.47,6.00,2,0.00,100.00,0.00,0.00,TM3,,10.86,11.00,23.17,64QAM,64QAM,16QAM,25.82,5.83,,,,,0.00,0.00,,,,,25.66,8.30,,,0.00,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:55.300000,-100.890305,41.122055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-93.42,-8.10,-68.00,,4.20,8.42,11.72,7.00,2,0.00,100.00,0.00,0.00,TM3,,8.87,7.40,22.25,16QAM,16QAM,16QAM,19.65,8.25,,,,,0.00,0.00,,,,,19.65,8.87,,,0.00,0.00,,,,,2.858,,0.000,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:55.400000,-100.890259,41.122047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-93.38,-8.08,-67.38,19.85,,8.63,13.67,5.33,2,0.00,100.00,0.00,0.00,TM3,,8.56,7.73,23.50,16QAM,16QAM,16QAM,17.61,3.67,,,,,9.89,0.00,,,,,17.61,3.67,,,9.89,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.549,0.242,158647,15057,
2022-08-11 19:30:55.500000,-100.890221,41.122036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-92.97,-8.66,-67.03,,4.93,9.35,13.63,7.00,2,0.00,100.00,0.00,0.00,TM3,,9.58,9.50,23.38,16QAM,16QAM,16QAM,21.00,4.46,,,,,0.00,0.00,,,,,21.00,4.46,,,0.00,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.659
2022-08-11 19:30:55.600000,-100.890182,41.122028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-93.02,-8.04,-67.60,,,7.16,16.43,7.00,2,50.00,50.00,0.00,0.00,TM3,,9.09,9.28,23.13,16QAM,16QAM,16QAM,17.04,7.13,,,,,3.33,0.00,,,,,17.04,7.83,,,3.33,0.00,,,,,2.442,,0.000,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:55.700000,-100.890137,41.122017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-91.30,-7.71,-66.56,,3.68,4.36,17.11,14.00,2,0.00,100.00,0.00,0.00,TM3,,17.91,11.50,22.25,16QAM,16QAM,16QAM,22.87,11.75,,,,,0.00,0.00,,,,,22.87,11.75,,,0.00,0.00,,,,,,0.243,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:55.800000,-100.890099,41.122009,-100.890100,41.122010,19:30:56,105,126,126.00,35.01,1,2,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-91.36,-7.97,-66.34,,1.82,6.61,14.80,11.00,2,0.00,100.00,0.00,0.00,TM3,,21.88,20.00,23.20,64QAM,64QAM,16QAM,16.27,5.50,,,,,0.00,0.00,,,,,17.60,5.50,,,0.00,0.00,,,,,2.882,,0.001,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:55.900000,-100.890060,41.122002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-91.44,-7.65,-66.58,,,7.40,13.43,10.00,2,0.00,100.00,0.00,0.00,TM3,,19.74,19.74,23.40,64QAM,64QAM,16QAM,12.48,5.70,,,,,8.70,0.00,,,,,12.48,5.96,,,8.70,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.745,0.232,171563,14500,
2022-08-11 19:30:56.000000,-100.890015,41.121994,,,,,,,,,,,1,38.000,288.000,20.000,3,19.000,310.000,25.000,4,0.000,0.000,26.000,10,29.000,129.000,32.000,LTE,,,,LTE Qualcomm,234,Band 2,1150,19150,10,10,-93.84,-7.52,-67.61,20.14,3.26,7.98,14.18,8.00,2,0.00,100.00,0.00,0.00,TM3,2x2,19.26,19.26,23.62,64QAM,64QAM,16QAM,14.59,4.08,6.18,6.18,6.17,1.04,18.68,0.00,3.385,0.345,2.793,0.292,14.59,4.13,6.18,1.04,18.68,0.00,3.385,0.345,2.793,0.292,,,,,50,NonCA,NonCA,Band 2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.715
2022-08-11 19:30:56.100000,-100.889977,41.121986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-94.11,-8.72,-67.69,,,8.71,15.00,8.00,1,100.00,0.00,0.00,0.00,TM3,,15.73,15.55,23.50,16QAM,16QAM,16QAM,18.80,4.06,,,,,28.33,0.00,,,,,18.32,4.00,,,28.33,0.00,,,,,2.660,,0.000,0.244,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:56.200000,-100.889931,41.121979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-91.16,-8.36,-65.22,,5.20,8.13,16.80,11.33,2,0.00,100.00,0.00,0.00,TM3,,14.03,14.32,23.80,16QAM,16QAM,16QAM,15.00,5.40,,,,,6.74,0.00,,,,,15.00,5.40,,,6.74,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:56.300000,-100.889893,41.121971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-90.61,-8.88,-64.41,,,9.08,18.57,11.00,2,0.00,100.00,0.00,0.00,TM3,,,,23.00,,,16QAM,,8.20,,,,,,0.00,,,,,,8.20,,,,0.00,,,,,2.276,,0.000,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:56.400000,-100.889854,41.121960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-91.33,-8.84,-65.31,,3.90,6.82,17.14,11.00,2,0.00,100.00,0.00,0.00,TM3,,14.47,14.47,23.33,16QAM,16QAM,16QAM,28.00,9.33,,,,,3.13,0.00,,,,,26.14,9.31,,,3.13,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.690,0.249,168155,15539,
2022-08-11 19:30:56.500000,-100.889809,41.121952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-94.35,-8.40,-68.54,18.98,,8.76,15.13,9.00,2,0.00,100.00,0.00,0.00,TM3,,15.55,15.36,23.50,16QAM,16QAM,16QAM,20.30,6.38,,,,,0.00,0.00,,,,,20.30,9.25,,,0.00,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.580
2022-08-11 19:30:56.600000,-100.889771,41.121944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-97.03,-8.79,-71.02,,4.98,14.05,15.33,10.67,2,0.00,100.00,0.00,0.00,TM3,,16.77,16.45,22.30,16QAM,16QAM,16QAM,18.35,8.00,,,,,4.35,27.27,,,,,18.35,8.00,,,4.35,27.27,,,,,2.970,,0.000,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:56.700000,-100.889725,41.121937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-101.67,-9.11,-74.17,21.10,13.54,15.48,9.30,8.00,2,0.00,100.00,0.00,0.00,TM3,,16.19,16.19,20.80,16QAM,16QAM,16QAM,17.47,8.60,,,,,28.81,20.00,,,,,18.40,8.25,,,28.81,20.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:56.800000,-100.889687,41.121929,-100.889690,41.121930,19:30:57,104,126,126.00,35.52,1,2,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-105.40,-9.29,-78.40,,16.54,19.59,6.53,8.00,2,50.00,50.00,0.00,0.00,TM3,,11.90,11.90,16.44,16QAM,16QAM,16QAM,20.52,9.56,,,,,37.36,41.94,,,,,20.52,9.50,,,37.36,41.94,,,,,2.459,,0.000,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:56.900000,-100.889648,41.121922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-100.86,-10.93,-72.36,,,21.44,12.02,8.00,2,0.00,100.00,0.00,0.00,TM3,,10.94,9.44,9.68,16QAM,QPSK,QPSK,19.00,16.25,,,,,8.70,0.00,,,,,19.00,15.90,,,8.70,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.438,0.246,152364,15371,
2022-08-11 19:30:57.000000,-100.889603,41.121914,,,,,,,,,,,1,38.000,288.000,20.000,3,19.000,310.000,24.000,4,0.000,0.000,26.000,10,29.000,129.000,32.000,LTE,,,,LTE Qualcomm,234,Band 2,1150,19150,10,10,-93.65,-8.20,-68.09,21.50,20.96,16.76,16.70,11.00,2,0.00,100.00,0.00,0.00,TM3,2x4,10.72,10.63,19.80,16QAM,16QAM,16QAM,17.69,8.40,4.75,4.75,4.75,0.72,0.00,0.00,2.404,0.277,2.396,0.274,19.44,8.40,4.75,0.72,0.00,0.00,2.404,0.277,2.396,0.274,,,,,50,NonCA,NonCA,Band 2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.175
2022-08-11 19:30:57.100000,-100.889565,41.121906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-95.02,-7.33,-70.28,,12.16,12.00,15.55,10.00,2,0.00,100.00,0.00,0.00,TM3,,11.80,11.54,22.36,16QAM,16QAM,16QAM,18.70,6.82,,,,,0.00,0.00,,,,,18.70,6.63,,,0.00,0.00,,,,,2.231,0.254,0.000,0.250,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:57.200000,-100.889526,41.121899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-98.40,-9.34,-70.45,,,11.21,13.18,9.00,2,0.00,100.00,0.00,0.00,TM3,,12.91,12.30,22.55,16QAM,16QAM,16QAM,18.65,6.18,,,,,0.00,10.00,,,,,18.65,6.42,,,0.00,10.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:57.300000,-100.889481,41.121887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-93.84,-8.63,-67.36,,8.18,10.16,16.59,11.00,2,0.00,100.00,0.00,0.00,TM3,,13.24,13.24,22.33,16QAM,16QAM,16QAM,15.76,5.89,,,,,0.00,0.00,,,,,23.40,6.13,,,0.00,0.00,,,,,2.009,,0.000,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:57.400000,-100.889442,41.121880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-92.81,-7.65,-68.07,,,8.43,17.17,12.00,2,0.00,100.00,0.00,0.00,TM3,,13.78,13.78,23.20,16QAM,16QAM,16QAM,16.78,5.70,,,,,0.00,0.00,,,,,16.78,5.79,,,0.00,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.231,0.223,139716,13993,
2022-08-11 19:30:57.500000,-100.889404,41.121872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-94.95,-8.62,-68.54,,5.34,8.97,15.74,12.00,2,0.00,100.00,0.00,0.00,TM3,,15.26,14.39,23.50,16QAM,16QAM,16QAM,14.65,6.50,,,,,0.00,0.00,,,,,14.65,6.50,,,0.00,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.191
2022-08-11 19:30:57.600000,-100.889366,41.121864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-94.41,-6.65,-69.00,19.94,,8.38,16.00,11.00,2,0.00,100.00,0.00,0.00,TM3,,17.00,16.55,23.67,16QAM,16QAM,16QAM,18.00,4.75,,,,,0.00,0.00,,,,,19.06,4.90,,,0.00,0.00,,,,,2.249,,0.000,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:57.700000,-100.889320,41.121857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-94.39,-8.80,-68.59,,4.22,7.34,16.52,12.00,2,0.00,100.00,0.00,0.00,TM3,,18.04,18.04,22.83,64QAM,64QAM,16QAM,13.26,7.67,,,,,0.00,0.00,,,,,13.26,7.67,,,0.00,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:57.800000,-100.889282,41.121849,-100.889280,41.121850,19:30:58,104,128,128.00,35.52,1,2,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-96.28,-7.97,-70.12,,,10.40,15.61,10.50,2,0.00,100.00,0.00,0.00,TM3,,19.13,19.09,23.40,64QAM,64QAM,16QAM,12.26,5.50,,,,,0.00,0.00,,,,,12.26,5.50,,,0.00,0.00,,,,,2.289,,0.000,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:57.900000,-100.889236,41.121841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-93.58,-8.67,-67.50,,5.72,10.15,16.20,12.00,2,0.00,100.00,0.00,0.00,TM3,,19.17,18.54,22.60,64QAM,64QAM,16QAM,14.76,10.20,,,,,6.00,0.00,,,,,8.93,10.20,,,6.00,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125,0.227,132517,14147,
2022-08-11 19:30:58.000000,-100.889198,41.121834,,,,,,,,,,,1,38.000,288.000,17.000,3,19.000,310.000,25.000,4,0.000,0.000,26.000,10,29.000,129.000,33.000,LTE,,,,LTE Qualcomm,234,Band 2,1150,19150,10,10,-94.31,-6.84,-69.32,20.54,,8.99,14.70,10.00,2,0.00,100.00,0.00,0.00,TM3,2x4,19.35,18.96,23.15,64QAM,64QAM,16QAM,14.83,6.00,4.36,4.36,4.35,0.76,0.00,0.00,2.527,0.294,2.377,0.287,14.83,6.11,4.36,0.76,0.00,0.00,2.527,0.294,2.377,0.287,,,,,50,NonCA,NonCA,Band 2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.100
2022-08-11 19:30:58.100000,-100.889153,41.121826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-95.63,-8.78,-68.75,,5.18,8.83,15.10,9.00,2,0.00,100.00,0.00,0.00,TM3,,19.00,19.00,23.00,64QAM,64QAM,16QAM,9.74,7.50,,,,,10.87,0.00,,,,,9.74,7.50,,,10.87,0.00,,,,,1.930,,0.000,0.229,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:58.200000,-100.889114,41.121819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-95.03,-7.71,-69.19,,,9.67,15.87,10.33,2,0.00,100.00,0.00,0.00,TM3,,18.88,18.85,23.00,64QAM,64QAM,16QAM,12.26,6.00,,,,,19.70,0.00,,,,,10.92,6.25,,,19.70,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:58.300000,-100.889069,41.121811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-96.27,-9.84,-69.44,,6.60,9.39,13.23,9.00,2,0.00,100.00,0.00,0.00,TM3,,17.54,17.32,23.00,64QAM,64QAM,16QAM,14.46,8.14,,,,,18.48,0.00,,,,,14.46,8.46,,,18.48,0.00,,,,,2.289,,0.000,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 19:30:58.400000,-100.889030,41.121799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,Band 2,1150,19150,10,10,-96.54,-7.99,-71.33,,,11.52,14.78,9.00,2,0.00,100.00,0.00,0.00,TM3,,15.67,15.67,21.80,16QAM,16QAM,16QAM,17.09,11.80,,,,,8.70,0.00,,,,,17.09,11.80,,,8.70,0.00,,,,,,,,,50,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.105,0.235,131843,14733,
